ID,Jornada,Tela / etapa,Elemento,Texto atual,Texto recomendado,Decisão,Prioridade,Critério aplicado,Condição de exibição,Natureza,Arquivo-fonte
366,Detalhes técnicos,Equipamento local · Dados,Rótulo,Gateway,Saída da rede,Ajustar,Média,Simplificar termo técnico,Conforme capabilities e dados do equipamento,Fixo condicionado,android/app/src/main/kotlin/io/veloo/app/kotlin/ui/component/LocalDeviceSection.kt
367,Detalhes técnicos,Equipamento local · Dados,Rótulo,DNS primário,Serviço principal para localizar sites,Ajustar,Média,Simplificar termo técnico,Conforme capabilities e dados do equipamento,Fixo condicionado,android/app/src/main/kotlin/io/veloo/app/kotlin/ui/component/LocalDeviceSection.kt
368,Detalhes técnicos,Equipamento local · Dados,Rótulo,DNS secundário,Serviço alternativo para localizar sites,Ajustar,Média,Simplificar termo técnico,Conforme capabilities e dados do equipamento,Fixo condicionado,android/app/src/main/kotlin/io/veloo/app/kotlin/ui/component/LocalDeviceSection.kt
369,Detalhes técnicos,Equipamento local · Dados,Rótulo,Interface,Conexão usada,Ajustar,Média,Clareza e objetividade,Conforme capabilities e dados do equipamento,Fixo condicionado,android/app/src/main/kotlin/io/veloo/app/kotlin/ui/component/LocalDeviceSection.kt
370,Detalhes técnicos,Equipamento local · Dados,Rótulo,Uptime,Tempo ligado,Ajustar,Média,Clareza e objetividade,Conforme capabilities e dados do equipamento,Fixo condicionado,android/app/src/main/kotlin/io/veloo/app/kotlin/ui/component/LocalDeviceSection.kt
371,Detalhes técnicos,Equipamento local · Dados,Seção/rótulo,Wi-Fi,Wi-Fi,Manter,Baixa,Clareza e objetividade,Conforme capabilities e dados do equipamento,Fixo condicionado,android/app/src/main/kotlin/io/veloo/app/kotlin/ui/component/LocalDeviceSection.kt
372,Detalhes técnicos,Equipamento local · Dados,Trecho variável,canal {número},canal {número},Manter,Baixa,Clareza e objetividade,Conforme capabilities e dados do equipamento,Template variável,android/app/src/main/kotlin/io/veloo/app/kotlin/ui/component/LocalDeviceSection.kt
373,Detalhes técnicos,Equipamento local · Dados,Trecho,desligado,desligado,Manter,Baixa,Clareza e objetividade,Conforme capabilities e dados do equipamento,Fixo condicionado,android/app/src/main/kotlin/io/veloo/app/kotlin/ui/component/LocalDeviceSection.kt
374,Detalhes técnicos,Equipamento local · Dados,Segurança,Sem senha,Sem senha,Manter,Baixa,Clareza e objetividade,Conforme capabilities e dados do equipamento,Fixo condicionado,android/app/src/main/kotlin/io/veloo/app/kotlin/ui/component/LocalDeviceSection.kt
375,Detalhes técnicos,Equipamento local · Dados,Segurança,WEP,WEP,Manter,Baixa,Clareza e objetividade,Conforme capabilities e dados do equipamento,Fixo condicionado,android/app/src/main/kotlin/io/veloo/app/kotlin/ui/component/LocalDeviceSection.kt
376,Detalhes técnicos,Equipamento local · Dados,Segurança,WPA,WPA,Manter,Baixa,Clareza e objetividade,Conforme capabilities e dados do equipamento,Fixo condicionado,android/app/src/main/kotlin/io/veloo/app/kotlin/ui/component/LocalDeviceSection.kt
377,Detalhes técnicos,Equipamento local · Dados,Segurança,WPA2,WPA2,Manter,Baixa,Clareza e objetividade,Conforme capabilities e dados do equipamento,Fixo condicionado,android/app/src/main/kotlin/io/veloo/app/kotlin/ui/component/LocalDeviceSection.kt
378,Detalhes técnicos,Equipamento local · Dados,Segurança,WPA3,WPA3,Manter,Baixa,Clareza e objetividade,Conforme capabilities e dados do equipamento,Fixo condicionado,android/app/src/main/kotlin/io/veloo/app/kotlin/ui/component/LocalDeviceSection.kt
379,Detalhes técnicos,Equipamento local · Dados,Segurança,Segurança não identificada,Não consegui identificar a segurança,Ajustar,Média,Clareza e objetividade,Conforme capabilities e dados do equipamento,Fixo condicionado,android/app/src/main/kotlin/io/veloo/app/kotlin/ui/component/LocalDeviceSection.kt
380,Detalhes técnicos,Equipamento local · Dados,Configuração,Potência alta,Sinal forte,Ajustar,Média,Clareza e objetividade,Conforme capabilities e dados do equipamento,Fixo condicionado,android/app/src/main/kotlin/io/veloo/app/kotlin/ui/component/LocalDeviceSection.kt
381,Detalhes técnicos,Equipamento local · Dados,Configuração,Potência média,Sinal médio,Ajustar,Média,Clareza e objetividade,Conforme capabilities e dados do equipamento,Fixo condicionado,android/app/src/main/kotlin/io/veloo/app/kotlin/ui/component/LocalDeviceSection.kt
382,Detalhes técnicos,Equipamento local · Dados,Configuração,Potência baixa,Sinal fraco,Ajustar,Média,Clareza e objetividade,Conforme capabilities e dados do equipamento,Fixo condicionado,android/app/src/main/kotlin/io/veloo/app/kotlin/ui/component/LocalDeviceSection.kt
383,Detalhes técnicos,Equipamento local · Dados,Configuração,Potência: {percentual}% do máximo,Potência: {percentual}% do máximo,Manter,Baixa,Clareza e objetividade,Conforme capabilities e dados do equipamento,Template variável,android/app/src/main/kotlin/io/veloo/app/kotlin/ui/component/LocalDeviceSection.kt
384,Detalhes técnicos,Equipamento local · Dados,Configuração,Potência: {valor} dBm,Potência: {valor} dBm,Manter,Baixa,Clareza e objetividade,Conforme capabilities e dados do equipamento,Template variável,android/app/src/main/kotlin/io/veloo/app/kotlin/ui/component/LocalDeviceSection.kt
385,Detalhes técnicos,Equipamento local · Dados,Configuração,Potência: {valor bruto},Potência: {valor bruto},Manter,Baixa,Clareza e objetividade,Conforme capabilities e dados do equipamento,Template variável,android/app/src/main/kotlin/io/veloo/app/kotlin/ui/component/LocalDeviceSection.kt
386,Detalhes técnicos,Equipamento local · Dados,Seção/rótulo,Dispositivos conectados,Dispositivos conectados,Manter,Baixa,Clareza e objetividade,Conforme capabilities e dados do equipamento,Fixo condicionado,android/app/src/main/kotlin/io/veloo/app/kotlin/ui/component/LocalDeviceSection.kt
387,Detalhes técnicos,Equipamento local · Dados,Contagem,1 dispositivo conectado,1 dispositivo conectado,Manter,Baixa,Clareza e objetividade,Conforme capabilities e dados do equipamento,Fixo condicionado,android/app/src/main/kotlin/io/veloo/app/kotlin/ui/component/LocalDeviceSection.kt
388,Detalhes técnicos,Equipamento local · Dados,Contagem,{quantidade} dispositivos conectados,{quantidade} dispositivos conectados,Manter,Baixa,Clareza e objetividade,Conforme capabilities e dados do equipamento,Template variável,android/app/src/main/kotlin/io/veloo/app/kotlin/ui/component/LocalDeviceSection.kt
389,Detalhes técnicos,Equipamento local · Dados,Contagem,+ {quantidade} outros dispositivos,+ {quantidade} outros dispositivos,Manter,Baixa,Clareza e objetividade,Conforme capabilities e dados do equipamento,Template variável,android/app/src/main/kotlin/io/veloo/app/kotlin/ui/component/LocalDeviceSection.kt
390,Detalhes técnicos,Equipamento local · Dados,Fallback,Dispositivo sem nome,Dispositivo sem nome,Manter,Baixa,Clareza e objetividade,Conforme capabilities e dados do equipamento,Fixo condicionado,android/app/src/main/kotlin/io/veloo/app/kotlin/ui/component/LocalDeviceSection.kt
391,Detalhes técnicos,Equipamento local · Dados,Tipo de conexão,"Wi-Fi 2,4 GHz","Wi-Fi 2,4 GHz",Manter,Baixa,Clareza e objetividade,Conforme capabilities e dados do equipamento,Fixo condicionado,android/app/src/main/kotlin/io/veloo/app/kotlin/ui/component/LocalDeviceSection.kt
392,Detalhes técnicos,Equipamento local · Dados,Tipo de conexão,Wi-Fi 5 GHz,Wi-Fi 5 GHz,Manter,Baixa,Clareza e objetividade,Conforme capabilities e dados do equipamento,Fixo condicionado,android/app/src/main/kotlin/io/veloo/app/kotlin/ui/component/LocalDeviceSection.kt
393,Detalhes técnicos,Equipamento local · Dados,Tipo de conexão,Wi-Fi 6 GHz,Wi-Fi 6 GHz,Manter,Baixa,Clareza e objetividade,Conforme capabilities e dados do equipamento,Fixo condicionado,android/app/src/main/kotlin/io/veloo/app/kotlin/ui/component/LocalDeviceSection.kt
394,Detalhes técnicos,Equipamento local · Dados,Tipo de conexão,Cabo (Ethernet),Cabo (Ethernet),Manter,Baixa,Clareza e objetividade,Conforme capabilities e dados do equipamento,Fixo condicionado,android/app/src/main/kotlin/io/veloo/app/kotlin/ui/component/LocalDeviceSection.kt
395,Detalhes técnicos,Equipamento local · Dados,Seção/rótulo,Rede local (LAN),Rede dentro de casa,Ajustar,Média,Simplificar termo técnico,Conforme capabilities e dados do equipamento,Fixo condicionado,android/app/src/main/kotlin/io/veloo/app/kotlin/ui/component/LocalDeviceSection.kt
396,Detalhes técnicos,Equipamento local · Dados,Rótulo,IP do roteador,Endereço do roteador,Ajustar,Média,Clareza e objetividade,Conforme capabilities e dados do equipamento,Fixo condicionado,android/app/src/main/kotlin/io/veloo/app/kotlin/ui/component/LocalDeviceSection.kt
397,Detalhes técnicos,Equipamento local · Dados,Rótulo,Máscara de sub-rede,Configuração da rede,Ajustar,Média,Clareza e objetividade,Conforme capabilities e dados do equipamento,Fixo condicionado,android/app/src/main/kotlin/io/veloo/app/kotlin/ui/component/LocalDeviceSection.kt
398,Detalhes técnicos,Equipamento local · Dados,Rótulo,DHCP,Distribuição automática de endereços,Ajustar,Média,Simplificar termo técnico,Conforme capabilities e dados do equipamento,Fixo condicionado,android/app/src/main/kotlin/io/veloo/app/kotlin/ui/component/LocalDeviceSection.kt
399,Detalhes técnicos,Equipamento local · Dados,Valor,Desligado,Desligado,Manter,Baixa,Clareza e objetividade,Conforme capabilities e dados do equipamento,Fixo condicionado,android/app/src/main/kotlin/io/veloo/app/kotlin/ui/component/LocalDeviceSection.kt
400,Detalhes técnicos,Equipamento local · Dados,Rótulo,Faixa de DHCP,Faixa de endereços dos aparelhos,Ajustar,Média,Simplificar termo técnico,Conforme capabilities e dados do equipamento,Fixo condicionado,android/app/src/main/kotlin/io/veloo/app/kotlin/ui/component/LocalDeviceSection.kt
401,Detalhes técnicos,Equipamento local · Dados,Seção/rótulo,Diagnóstico do fabricante,Análise do fabricante,Ajustar,Média,Clareza e objetividade,Conforme capabilities e dados do equipamento,Fixo condicionado,android/app/src/main/kotlin/io/veloo/app/kotlin/ui/component/LocalDeviceSection.kt
402,Detalhes técnicos,Equipamento local · Dados,Valor,Disponível,Disponível,Manter,Baixa,Clareza e objetividade,Conforme capabilities e dados do equipamento,Fixo condicionado,android/app/src/main/kotlin/io/veloo/app/kotlin/ui/component/LocalDeviceSection.kt
403,Detalhes técnicos,Equipamento local · Motor de fibra,Título,Fibra Desconectada,A fibra está sem sinal,Ajustar,Média,Clareza e objetividade,Link down,Fixo condicionado,android/core/diagnostico/src/main/kotlin/io/signallq/app/core/diagnostico/FibraSignalQualityEngine.kt
404,Detalhes técnicos,Equipamento local · Motor de fibra,Mensagem,A conexão de fibra óptica está inativa. Sem sinal da OLT da operadora.,A conexão de fibra óptica está inativa. Sem sinal do equipamento da operadora.,Ajustar,Alta,Simplificar termo técnico,Link down,Template variável,android/core/diagnostico/src/main/kotlin/io/signallq/app/core/diagnostico/FibraSignalQualityEngine.kt
405,Detalhes técnicos,Equipamento local · Motor de fibra,Recomendação,"Verifique se o cabo de fibra está bem conectado na ONT. Se o problema persistir, contate o provedor.","Verifique se o cabo de fibra está bem conectado no modem de fibra. Se o problema persistir, contate a operadora.",Ajustar,Média,Simplificar termo técnico,Link down,Fixo condicionado,android/core/diagnostico/src/main/kotlin/io/signallq/app/core/diagnostico/FibraSignalQualityEngine.kt
406,Detalhes técnicos,Equipamento local · Motor de fibra,Título,Sinal de Recepção Ruim,O sinal recebido da fibra está muito fraco,Ajustar,Média,Clareza e objetividade,RX ruim,Fixo condicionado,android/core/diagnostico/src/main/kotlin/io/signallq/app/core/diagnostico/FibraSignalQualityEngine.kt
407,Detalhes técnicos,Equipamento local · Motor de fibra,Mensagem,O sinal de recepção da fibra está muito fraco ({RX} dBm). Abaixo de -27 dBm o link pode cair.,O sinal de recepção da fibra está muito fraco ({RX} dBm). Abaixo de -27 dBm o link pode cair.,Manter,Baixa,Preservar incerteza,RX ruim,Template variável,android/core/diagnostico/src/main/kotlin/io/signallq/app/core/diagnostico/FibraSignalQualityEngine.kt
408,Detalhes técnicos,Equipamento local · Motor de fibra,Recomendação,Verifique se o cabo de fibra está dobrado ou danificado. Contate o provedor para verificar a potência na OLT.,Verifique se o cabo de fibra está dobrado ou danificado. Contate a operadora para verificar a potência no equipamento da operadora.,Ajustar,Alta,Simplificar termo técnico,RX ruim,Fixo condicionado,android/core/diagnostico/src/main/kotlin/io/signallq/app/core/diagnostico/FibraSignalQualityEngine.kt
409,Detalhes técnicos,Equipamento local · Motor de fibra,Título,Sinal de Recepção Fraco,O sinal recebido da fibra está fraco,Ajustar,Média,Clareza e objetividade,RX regular,Fixo condicionado,android/core/diagnostico/src/main/kotlin/io/signallq/app/core/diagnostico/FibraSignalQualityEngine.kt
410,Detalhes técnicos,Equipamento local · Motor de fibra,Mensagem,O sinal de recepção da fibra está abaixo do ideal ({RX} dBm). Pode indicar desgaste ou dobra no cabo.,O sinal de recepção da fibra está abaixo do ideal ({RX} dBm). Pode indicar desgaste ou dobra no cabo.,Manter,Média,Preservar incerteza,RX regular,Template variável,android/core/diagnostico/src/main/kotlin/io/signallq/app/core/diagnostico/FibraSignalQualityEngine.kt
411,Detalhes técnicos,Equipamento local · Motor de fibra,Recomendação,Informe o valor ao provedor em caso de instabilidade recorrente.,Informe o valor ao operadora em caso de instabilidade recorrente.,Ajustar,Média,Clareza e objetividade,RX regular,Fixo condicionado,android/core/diagnostico/src/main/kotlin/io/signallq/app/core/diagnostico/FibraSignalQualityEngine.kt
412,Detalhes técnicos,Equipamento local · Motor de fibra,Título,Sinal de Recepção Bom,O sinal recebido da fibra está bom,Ajustar,Média,Clareza e objetividade,RX bom,Fixo condicionado,android/core/diagnostico/src/main/kotlin/io/signallq/app/core/diagnostico/FibraSignalQualityEngine.kt
413,Detalhes técnicos,Equipamento local · Motor de fibra,Mensagem,O sinal de recepção da fibra está dentro da faixa ideal ({RX} dBm).,O sinal de recepção da fibra está dentro da faixa ideal ({RX} dBm).,Manter,Baixa,Dar certeza quando há dado,RX bom,Template variável,android/core/diagnostico/src/main/kotlin/io/signallq/app/core/diagnostico/FibraSignalQualityEngine.kt
414,Detalhes técnicos,Equipamento local · Motor de fibra,Título,Potência de Transmissão Ruim,O sinal enviado pela fibra está muito fraco,Ajustar,Média,Clareza e objetividade,TX ruim,Fixo condicionado,android/core/diagnostico/src/main/kotlin/io/signallq/app/core/diagnostico/FibraSignalQualityEngine.kt
415,Detalhes técnicos,Equipamento local · Motor de fibra,Mensagem,A potência de transmissão do laser da ONT está muito baixa ({TX} dBm). O equipamento pode estar com defeito.,A potência de transmissão do laser do modem de fibra está muito baixa ({TX} dBm). O equipamento pode estar com defeito.,Ajustar,Média,Simplificar termo técnico; Preservar incerteza,TX ruim,Template variável,android/core/diagnostico/src/main/kotlin/io/signallq/app/core/diagnostico/FibraSignalQualityEngine.kt
416,Detalhes técnicos,Equipamento local · Motor de fibra,Recomendação,"Reinicie a ONT. Se o problema persistir, o equipamento pode precisar de substituição pelo provedor.","Reinicie o modem de fibra. Se o problema persistir, o equipamento pode precisar de substituição pela operadora.",Ajustar,Média,Simplificar termo técnico; Preservar incerteza,TX ruim,Fixo condicionado,android/core/diagnostico/src/main/kotlin/io/signallq/app/core/diagnostico/FibraSignalQualityEngine.kt
417,Detalhes técnicos,Equipamento local · Motor de fibra,Título,Potência de Transmissão Baixa,O sinal enviado pela fibra está fraco,Ajustar,Média,Clareza e objetividade,TX regular,Fixo condicionado,android/core/diagnostico/src/main/kotlin/io/signallq/app/core/diagnostico/FibraSignalQualityEngine.kt
418,Detalhes técnicos,Equipamento local · Motor de fibra,Mensagem,A potência de transmissão está abaixo do ideal ({TX} dBm). Pode indicar desgaste do laser.,A potência de transmissão está abaixo do ideal ({TX} dBm). Pode indicar desgaste do laser.,Manter,Baixa,Preservar incerteza,TX regular,Template variável,android/core/diagnostico/src/main/kotlin/io/signallq/app/core/diagnostico/FibraSignalQualityEngine.kt
419,Detalhes técnicos,Equipamento local · Motor de fibra,Recomendação,"Monitore. Se houver quedas frequentes, solicite visita técnica ao provedor.","Monitore. Se houver quedas frequentes, solicite visita técnica ao operadora.",Ajustar,Média,Clareza e objetividade,TX regular,Fixo condicionado,android/core/diagnostico/src/main/kotlin/io/signallq/app/core/diagnostico/FibraSignalQualityEngine.kt
420,Detalhes técnicos,Equipamento local · Motor de fibra,Título,Potência de Transmissão Alta,O sinal enviado pela fibra está acima do esperado,Ajustar,Média,Clareza e objetividade,TX alta,Fixo condicionado,android/core/diagnostico/src/main/kotlin/io/signallq/app/core/diagnostico/FibraSignalQualityEngine.kt
421,Detalhes técnicos,Equipamento local · Motor de fibra,Mensagem,A potência de transmissão está acima do esperado ({TX} dBm). Pode causar saturação no receptor da OLT.,A potência de transmissão está acima do esperado ({TX} dBm). Pode causar saturação no receptor do equipamento da operadora.,Ajustar,Alta,Simplificar termo técnico; Preservar incerteza,TX alta,Template variável,android/core/diagnostico/src/main/kotlin/io/signallq/app/core/diagnostico/FibraSignalQualityEngine.kt
422,Detalhes técnicos,Equipamento local · Motor de fibra,Recomendação,Informe o provedor para verificação da configuração da OLT.,Informe a operadora para verificação da configuração do equipamento da operadora.,Ajustar,Alta,Simplificar termo técnico,TX alta,Fixo condicionado,android/core/diagnostico/src/main/kotlin/io/signallq/app/core/diagnostico/FibraSignalQualityEngine.kt
423,Detalhes técnicos,Equipamento local · Motor de fibra,Título,Potência de Transmissão Boa,O sinal enviado pela fibra está bom,Ajustar,Média,Clareza e objetividade,TX boa,Fixo condicionado,android/core/diagnostico/src/main/kotlin/io/signallq/app/core/diagnostico/FibraSignalQualityEngine.kt
424,Detalhes técnicos,Equipamento local · Motor de fibra,Mensagem,A potência de transmissão da ONT está na faixa ideal ({TX} dBm).,A potência de transmissão do modem de fibra está na faixa ideal ({TX} dBm).,Ajustar,Média,Simplificar termo técnico,TX boa,Template variável,android/core/diagnostico/src/main/kotlin/io/signallq/app/core/diagnostico/FibraSignalQualityEngine.kt
425,Detalhes técnicos,Equipamento local · Motor de fibra,Título,Temperatura Crítica da ONT,O modem de fibra está muito quente,Ajustar,Média,Simplificar termo técnico,Temperatura crítica,Fixo condicionado,android/core/diagnostico/src/main/kotlin/io/signallq/app/core/diagnostico/FibraSignalQualityEngine.kt
426,Detalhes técnicos,Equipamento local · Motor de fibra,Mensagem,A ONT está com temperatura muito alta ({temperatura} °C). Risco de desligamento por proteção térmica.,O modem de fibra está com temperatura muito alta ({temperatura} °C). Risco de desligamento por proteção térmica.,Ajustar,Média,Simplificar termo técnico,Temperatura crítica,Template variável,android/core/diagnostico/src/main/kotlin/io/signallq/app/core/diagnostico/FibraSignalQualityEngine.kt
427,Detalhes técnicos,Equipamento local · Motor de fibra,Recomendação,Melhore a ventilação ao redor da ONT. Certifique-se de que não está coberta ou próxima a fontes de calor.,Melhore a ventilação ao redor do modem de fibra. Certifique-se de que ele não está coberto ou próximo a fontes de calor.,Ajustar,Média,Simplificar termo técnico,Temperatura crítica,Fixo condicionado,android/core/diagnostico/src/main/kotlin/io/signallq/app/core/diagnostico/FibraSignalQualityEngine.kt
428,Detalhes técnicos,Equipamento local · Motor de fibra,Título,Temperatura Elevada da ONT,O modem de fibra está quente,Ajustar,Média,Simplificar termo técnico,Temperatura elevada,Fixo condicionado,android/core/diagnostico/src/main/kotlin/io/signallq/app/core/diagnostico/FibraSignalQualityEngine.kt
429,Detalhes técnicos,Equipamento local · Motor de fibra,Mensagem,A ONT está aquecida ({temperatura} °C). Temperaturas acima de 65 °C reduzem a vida útil do equipamento.,O modem de fibra está aquecido ({temperatura} °C). Temperaturas acima de 65 °C reduzem a vida útil do equipamento.,Ajustar,Média,Simplificar termo técnico,Temperatura elevada,Template variável,android/core/diagnostico/src/main/kotlin/io/signallq/app/core/diagnostico/FibraSignalQualityEngine.kt
430,Detalhes técnicos,Equipamento local · Motor de fibra,Recomendação,Verifique se há ventilação adequada ao redor da ONT.,Verifique se há ventilação adequada ao redor do modem de fibra.,Ajustar,Média,Simplificar termo técnico,Temperatura elevada,Fixo condicionado,android/core/diagnostico/src/main/kotlin/io/signallq/app/core/diagnostico/FibraSignalQualityEngine.kt
431,Detalhes técnicos,Equipamento local · Motor de fibra,Título,Temperatura Normal da ONT,A temperatura do modem de fibra está normal,Ajustar,Média,Simplificar termo técnico,Temperatura normal,Fixo condicionado,android/core/diagnostico/src/main/kotlin/io/signallq/app/core/diagnostico/FibraSignalQualityEngine.kt
432,Detalhes técnicos,Equipamento local · Motor de fibra,Mensagem,A temperatura da ONT está normal ({temperatura} °C).,A temperatura do modem de fibra está normal ({temperatura} °C).,Ajustar,Média,Simplificar termo técnico,Temperatura normal,Template variável,android/core/diagnostico/src/main/kotlin/io/signallq/app/core/diagnostico/FibraSignalQualityEngine.kt
433,Modo gamer,Cabeçalho,Título,Modo gamer,Analisar jogos online,Ajustar,Média,Clareza e objetividade,Seleção/configuração,Fixo condicionado,android/app/src/main/kotlin/io/veloo/app/kotlin/ui/screen/ModoGamerScreen.kt
434,Modo gamer,Cabeçalho,Título,Diagnóstico do jogo,Resultado para o jogo,Ajustar,Média,Clareza e objetividade,Resultado,Fixo condicionado,android/app/src/main/kotlin/io/veloo/app/kotlin/ui/screen/ModoGamerScreen.kt
435,Modo gamer,Cabeçalho,Acessibilidade,Voltar,Voltar,Manter,Baixa,Clareza e objetividade,Sempre,Fixo condicionado,android/app/src/main/kotlin/io/veloo/app/kotlin/ui/screen/ModoGamerScreen.kt
436,Modo gamer,Seleção de jogo,Título,Escolha o jogo,Qual jogo você quer analisar?,Ajustar,Média,Clareza e objetividade,Sempre,Fixo condicionado,android/app/src/main/kotlin/io/veloo/app/kotlin/ui/screen/ModoGamerScreen.kt
437,Modo gamer,Seleção de jogo,Placeholder,Buscar jogo…,Buscar um jogo…,Ajustar,Média,Clareza e objetividade,Sempre,Fixo condicionado,android/app/src/main/kotlin/io/veloo/app/kotlin/ui/screen/ModoGamerScreen.kt
438,Modo gamer,Seleção de jogo,Opção,Outro jogo,Meu jogo não está na lista,Ajustar,Média,Clareza e objetividade,Sempre,Fixo condicionado,android/app/src/main/kotlin/io/veloo/app/kotlin/ui/screen/ModoGamerScreen.kt
439,Modo gamer,Seleção de jogo,Descrição,Escolha a categoria mais parecida,Escolha o tipo de jogo mais parecido,Ajustar,Média,Clareza e objetividade,Opção Outro jogo,Fixo condicionado,android/app/src/main/kotlin/io/veloo/app/kotlin/ui/screen/ModoGamerScreen.kt
440,Modo gamer,Seleção de categoria,Instrução,Seu jogo não está na lista? Escolha a categoria mais parecida — o resultado usa o perfil de referência dela.,Seu jogo não está na lista? Escolha a categoria mais parecida. O resultado usa o perfil de referência dela.,Ajustar,Média,Clareza e objetividade,Fallback,Fixo condicionado,android/app/src/main/kotlin/io/veloo/app/kotlin/ui/screen/ModoGamerScreen.kt
441,Modo gamer,Seleção de aparelho,Pergunta,Em qual aparelho você joga {jogo}?,Em qual aparelho você joga {jogo}?,Manter,Baixa,Clareza e objetividade,Após escolher jogo,Template variável,android/app/src/main/kotlin/io/veloo/app/kotlin/ui/screen/ModoGamerScreen.kt
442,Modo gamer,Configuração,Seção,Como quer usar essa combinação?,Quer salvar esta escolha?,Ajustar,Média,Clareza e objetividade,Sempre,Fixo condicionado,android/app/src/main/kotlin/io/veloo/app/kotlin/ui/screen/ModoGamerConfigResultadoSection.kt
443,Modo gamer,Configuração,Opção,Salvar como padrão,Salvar para os próximos testes,Ajustar,Média,Clareza e objetividade,Sempre,Fixo condicionado,android/app/src/main/kotlin/io/veloo/app/kotlin/ui/screen/ModoGamerConfigResultadoSection.kt
444,Modo gamer,Configuração,Descrição,"Próxima vez, o Modo gamer já abre direto com {jogo} + {aparelho}","Próxima vez, o Modo gamer já abre direto com {jogo} + {aparelho}",Manter,Baixa,Clareza e objetividade,Salvar como padrão,Template variável,android/app/src/main/kotlin/io/veloo/app/kotlin/ui/screen/ModoGamerConfigResultadoSection.kt
445,Modo gamer,Configuração,Opção,Usar só desta vez,Usar apenas agora,Ajustar,Média,Clareza e objetividade,Sempre,Fixo condicionado,android/app/src/main/kotlin/io/veloo/app/kotlin/ui/screen/ModoGamerConfigResultadoSection.kt
446,Modo gamer,Configuração,Descrição,Não muda o padrão do Modo gamer,Sua escolha salva não será alterada.,Ajustar,Média,Clareza e objetividade,Usar só desta vez,Fixo condicionado,android/app/src/main/kotlin/io/veloo/app/kotlin/ui/screen/ModoGamerConfigResultadoSection.kt
447,Modo gamer,Configuração,Seção,Refinar com uma medição dedicada (opcional),Fazer uma medição extra (opcional),Ajustar,Média,Clareza e objetividade,Sempre,Fixo condicionado,android/app/src/main/kotlin/io/veloo/app/kotlin/ui/screen/ModoGamerConfigResultadoSection.kt
448,Modo gamer,Configuração,CTA,Ver diagnóstico,Ver diagnóstico,Manter,Baixa,Clareza e objetividade,Sempre,Fixo condicionado,android/app/src/main/kotlin/io/veloo/app/kotlin/ui/screen/ModoGamerConfigResultadoSection.kt
449,Modo gamer,Ping dedicado,Título,Medir ping específico agora,Medir o tempo de resposta agora,Ajustar,Média,Clareza e objetividade,Sempre,Fixo condicionado,android/app/src/main/kotlin/io/veloo/app/kotlin/ui/screen/ModoGamerConfigResultadoSection.kt
450,Modo gamer,Ping dedicado,Descrição,Leva alguns segundos — refina a latência com uma sonda dedicada,Leva alguns segundos e deixa a análise mais precisa.,Ajustar,Média,Simplificar termo técnico,Estado ocioso,Fixo condicionado,android/app/src/main/kotlin/io/veloo/app/kotlin/ui/screen/ModoGamerConfigResultadoSection.kt
451,Modo gamer,Ping dedicado,Estado,Medindo…,Medindo…,Manter,Baixa,Clareza e objetividade,Medição em curso,Fixo condicionado,android/app/src/main/kotlin/io/veloo/app/kotlin/ui/screen/ModoGamerConfigResultadoSection.kt
452,Modo gamer,Ping dedicado,Resultado,Ping medido: {valor} ms,Ping medido: {valor} ms,Manter,Baixa,Clareza e objetividade,Medição concluída,Template variável,android/app/src/main/kotlin/io/veloo/app/kotlin/ui/screen/ModoGamerConfigResultadoSection.kt
453,Modo gamer,Ping dedicado,Erro,Não foi possível medir agora — o resultado usa a medição já coletada,Não consegui fazer a medição extra. Vou usar os dados já coletados.,Ajustar,Média,Preservar incerteza,Falha,Fixo condicionado,android/app/src/main/kotlin/io/veloo/app/kotlin/ui/screen/ModoGamerConfigResultadoSection.kt
454,Modo gamer,Ping dedicado,CTA,Medir,Medir,Manter,Baixa,Clareza e objetividade,Sem medição concluída,Fixo condicionado,android/app/src/main/kotlin/io/veloo/app/kotlin/ui/screen/ModoGamerConfigResultadoSection.kt
455,Modo gamer,Ping dedicado,CTA,Medir de novo,Medir novamente,Ajustar,Média,Clareza e objetividade,Medição concluída,Fixo condicionado,android/app/src/main/kotlin/io/veloo/app/kotlin/ui/screen/ModoGamerConfigResultadoSection.kt
456,Modo gamer,Resultado,Aviso,Este jogo não está no catálogo — usando o perfil de referência de {categoria}.,Este jogo não está no catálogo. Estou usando o perfil de referência de {categoria}.,Ajustar,Média,Clareza e objetividade,Jogo fora do catálogo,Template variável,android/app/src/main/kotlin/io/veloo/app/kotlin/ui/screen/ModoGamerConfigResultadoSection.kt
457,Modo gamer,Resultado,Estado,Salvo como padrão do Modo gamer ({jogo} + {aparelho}),Salvo como padrão do Modo gamer ({jogo} + {aparelho}),Manter,Baixa,Clareza e objetividade,Salvo como padrão,Template variável,android/app/src/main/kotlin/io/veloo/app/kotlin/ui/screen/ModoGamerConfigResultadoSection.kt
458,Modo gamer,Resultado,Estado,Usado só desta vez — o padrão do Modo gamer não mudou,Usado só desta vez. O padrão do Modo gamer não mudou.,Ajustar,Média,Clareza e objetividade,Uso único,Fixo condicionado,android/app/src/main/kotlin/io/veloo/app/kotlin/ui/screen/ModoGamerConfigResultadoSection.kt
